ticker,prediction_date,actual_up,prob_up,shap_return_1d,shap_return_3d,shap_return_5d,shap_ma_5,shap_ma_10,shap_ma_20,shap_volatility_5d,shap_volatility_10d,shap_rsi_14,shap_macd,shap_bb_upper,shap_bb_lower,shap_bb_width,shap_volume_zscore,shap_volume_spike,shap_vwap,shap_obv,shap_atr,shap_spy_ret,shap_xlk_ret,shap_sentiment_score,shap_insider_net_shares,shap_insider_7d,shap_insider_21d,shap_congress_net_shares,shap_risk_today,shap_risk_next_1d,shap_risk_next_3d,shap_risk_prev_1d,shap_is_pandemic,shap_eps_surprise,shap_rev_surprise,shap_days_to_earnings,shap_post_earnings_1d,shap_post_earnings_3d,shap_post_earnings_5d,shap_vwap_dev_eod,shap_vol_surge_eod,shap_intraday_momentum,shap_premarket_gap,shap_iv_skew_snap,shap_pc_ratio_snap,shap_analyst_upside,shap_analyst_buy_pct,shap_analyst_mult,shap_finbert_sentiment,shap_oil_ret,shap_oil_spy_corr,shap_return_20d,shap_return_60d,shap_ma_50,shap_ma5_above_ma20,shap_ma20_above_ma50,shap_high_52w_ratio,shap_low_52w_ratio,shap_bb_pct,shap_rsi_above_70,shap_rsi_below_30,shap_obv_trend,shap_vix_close,shap_vix_ret,shap_dxy_ret,shap_yield_10y,shap_fear_greed,shap_vix_term_structure,shap_beta_60d,shap_short_ratio,shap_short_pct_float,shap_monday_sentiment,shap_sector_rel_ret,shap_day_of_week,shap_is_month_end,shap_vix_5d_above_25,shap_semi_etf_momentum_60d,shap_igv_vs_sp500_ret_30d,shap_lqd_hyg_spread
MRNA,2026-05-04,1,0.7045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05560968570568527,0.006349226811410666,0.0,0.0,0.014963368333633622,0.0,0.0018409787529833996,0.0,0.0,0.012768894938165964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007552267109488346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011653371874556744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098233494641303,0.01204807783191485,0.0,0.010635368775347522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUM,2026-05-04,1,0.7025,0.0,0.0,0.0,0.0,0.0,0.01679816879413979,0.015154632149238402,0.0,0.0,0.0,0.0,0.04431439907238727,0.05224862673574296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03846724265828006,0.0,0.027153458804765017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049403747604617014,0.0,0.0,0.0,0.002917613783713761,0.0,0.0,0.0,0.0,0.012114973220032244,0.027372996770305098
CEG,2026-05-04,1,0.7038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011873513675293762,0.007922676324835728,0.0,0.0,0.0,0.0,-0.0012940491475612343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008152736209524628,0.0,0.0,0.0,0.0,0.0037250014881148484,0.0,0.0,0.0,0.0,0.0014720172002587848,0.0,0.0,0.0,0.0,0.017457801755377637,0.016285704778924954,0.0,0.0,0.0,0.0,0.0,0.004419368056019897,0.0015939920542482999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEV,2026-05-04,1,0.8489,0.0,0.0,0.05276130299821636,0.0,-0.022953329048687108,-0.01375869525593735,0.0,0.018255462126046992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009795347670489927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01195097362004065,0.01604121977908557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004313329436067328,0.0,0.07527112837553476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008201405442520624,0.0,0.0,0.0,0.0,0.0
VRT,2026-05-04,1,0.7471,0.003925505288806138,0.0,0.005765773030000628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026403464339934115,0.0,0.0,0.007687845346646549,0.0,0.0,0.0,-0.0013228151111108074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084470471025608,0.0,0.0,0.0,0.0,0.0,0.0012681422465201898,0.0,0.0,0.0,0.005796784566892588,0.0,0.0,0.0,0.0,0.0,0.005447794128935746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004459296005546275,0.0
LRCX,2026-05-04,1,0.7023,0.0,0.0,0.01137061405144688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011912952896346828,0.0,0.0,0.04530298969204655,0.0,0.006748194426885156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00832264176196674,0.0,0.0,0.0,0.007370544294152749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011431950577332825,0.0,0.0,0.0,0.0,0.0,-0.013013822755291005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013626895054005059
XLU,2026-05-04,1,0.72,0.0,0.0,-0.0061746471376569415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012899008495070783,0.0,0.0,0.0,0.0,0.0,-0.026760057865644237,0.0,0.0,0.0010666561408450089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001916579937153169,0.0,0.0,0.0,0.0,0.0,-0.007413083020803134,0.0,0.0,-0.016218408452737518,0.0,-0.03240058130416495,0.0,0.0,0.0,0.0,0.0919845800905698,0.0,0.0,0.0,0.0,0.0,-0.011221548457187506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMCI,2026-05-04,1,0.7537,0.013710899192785956,0.0,0.0,0.00671676113981956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01644095078814676,0.0,0.0,0.0,0.0,0.0,0.012467948793161623,0.004459092537192785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14852613643164014,0.0,0.016135672704170344,0.0,-0.0005198207753986119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011090267404394404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003970243429364799,0.0,0.0,0.0,0.0
QQQ,2026-05-01,1,0.7071,0.001298454532189103,0.0,0.012709821454420747,0.0,-0.011331350615191823,0.0,0.0,0.0,0.0,0.0,0.0,-0.002111851253733109,0.0,0.014558056321508287,0.0,0.0,0.0,0.0,0.0,-0.009981628230171393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023399304164142442,0.0,0.0,0.0,0.0,0.0,-0.010767952980357718,0.0,0.0,-0.009361474204402968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008923689881344456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYFT,2026-05-01,1,0.7766,-0.010805307687099537,0.0,0.0,0.07926707185865373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005534593800661665,0.0,0.0,0.0,0.0,-0.017546140851535323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004589724866075612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028465016967551557,0.0,0.0,0.02939390042805482,0.0,0.0,0.0,0.0,0.0,0.0,0.02274008548190077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006217232176701958,-0.006797538813446358,0.0,0.0,0.0,0.0
LIN,2026-05-01,1,0.7308,0.0,0.0,0.0,-0.02095222702509409,0.0,0.0,-0.015405130031180665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05676300024738026,0.0,-0.001850071406749179,0.0,0.0,0.0,0.0,0.0,0.0,0.018745271384356135,0.0,0.0,0.0,0.0,-0.09531154348501117,-0.005303542440794257,0.0,-0.05331243124347875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023654452982656234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOOG,2026-05-01,1,0.7074,0.0025290710843604443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005509320723430479,0.004823257796013279,0.004042354906643501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01156326724086246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003371476858058647,0.003605375607912311,0.015458269140580764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036160839408056708,0.0,0.0,0.0,0.00019216441743362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLU,2026-04-30,1,0.8251,0.0,0.0,0.0,-0.01639408738981126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010470708339877306,-0.04735596568235672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016281143857839374,0.0,0.0,0.0,0.0,0.0,0.0,-0.03991351094907405,-0.012224882114570602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02937924484013541,0.0,0.0,0.0,0.0,0.0,-0.004675065007682228,0.0562538738509272,-0.01111191319730059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLI,2026-04-30,1,0.7574,0.0,0.0,0.0,0.0,-0.014609902814532642,-0.0038006582195345296,0.0,0.0,0.0009521413986914837,0.0,0.0,0.0,0.0,0.0,-0.007219971469699496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06103181860900882,0.0,0.011885060012578746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007271417947285039,0.0034965648300180688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000660989174534782,0.0,0.0,0.0,0.0,0.0,-0.012415322092066368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WMT,2026-04-30,1,0.7187,0.0,-0.012861068794410431,0.0,-0.001483981686276537,0.0,0.0,0.0,0.0,-0.008043445987601955,-0.023475301790496974,-0.007688584702168624,0.0,0.0005209477483437997,0.0,0.0,0.0,-0.07508939980850984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011455527388558916,0.0,0.0,0.0,-0.005583245175021411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014901014981083633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEV,2026-04-30,1,0.7738,0.0,0.0,0.021171826870468195,0.0,-0.04311394102309957,0.0,0.0,0.06324456315040049,0.0,0.0,0.0,0.0,-0.0006644513817973375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02154247140875051,0.0,0.0,0.0,0.0,0.014263729521093579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007744156505119562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04952185831375611,0.0,0.0,0.0,0.0,0.0,0.0,0.012667755652596119,0.0,0.0,0.0,0.014996213073763726,0.0,0.0,0.0,0.0,0.0,0.0
EME,2026-04-30,1,0.9274,0.0,0.0,0.0102399793103957,0.0,0.0,0.0,0.0,0.0,0.0,0.014590724307166384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029674547945429935,0.0,0.0,0.0,0.0,-0.02052544408955819,0.0044913206442614845,0.005959016891067543,0.0,0.0,0.0,0.0,0.0,0.009182457603781806,0.0,0.0,0.0,0.0,0.0,0.0,0.011874914097211135,-0.0005658339385767659,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026071455580086453,0.0,0.0
BRKR,2026-04-30,1,0.7812,0.0,0.0,0.0,0.04995679314716071,0.021094106135073457,0.0,0.0,0.0,0.024592373770790765,0.0,0.0,0.00837579524962212,0.08373699784243527,0.010488944219794094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008009949113898974,0.0,0.0,-0.0013450170384353285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003717051193049776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01238575898163595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WMT,2026-04-29,1,0.7009,0.0,0.0,0.01396997554926784,0.010042357561866957,0.0,0.0,0.0,0.0,0.0,0.0,-0.008300400930239165,0.0,0.0,0.0,0.0,0.0,-0.05248515380034475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019997420140484665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004156219766156088,0.0,0.0,0.0,0.0,0.0,-0.014380360644303411,0.0,0.0,0.0,0.0,-0.01176387574245969,0.0,0.0,0.0,0.0,0.0,0.0,0.011356689049994007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004809558162356329,0.0,0.0,0.0,0.0
PUBM,2026-04-29,1,0.7283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004715348103240979,0.0,0.03680850581846235,0.0,0.07514123049528194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006242560894611101,0.0,0.0,0.07711600792166001,0.0,0.0,0.0,0.0,0.0,0.04687874896868626,0.0,0.0,-0.018652954272386328,0.0,0.0,0.0,0.0,0.0,0.007076884354544915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2026-04-29,1,0.7057,0.0,0.0,0.0,0.0,0.0,-0.008023442335969515,0.0,0.0,0.0,0.0,0.0,-0.005614378021047694,0.0,0.0,0.0,0.0,-0.012268350809513169,0.005631494522298813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006849067489607321,-0.009035991810341842,0.0,0.0,0.0,0.0,0.0,-0.008659348596619751,0.0,3.0593589661654245e-05,0.0,0.004367616319308482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033816636096596015,0.0,0.0,0.0,0.0,0.0,0.0
HUM,2026-04-28,1,0.7053,0.0,0.0,0.0,0.0,0.005074955384821387,0.0,0.009039600613091553,0.0,0.0,0.0,0.0,0.0,0.019751516553822394,0.0,0.0,0.0,0.0,0.0,0.0,-0.024522614874790877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022838451130437174,0.0,0.0,0.0,0.0,0.0,0.007027653692271382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014869108027944477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015781878531120095,0.016124751445796472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08278909513129297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVDA,2026-04-27,1,0.7947,0.0,-0.0176421623724752,-0.030687149364897612,0.011233093127029904,0.0,0.0,0.0,0.0,0.0,0.0,-0.004754569808460424,0.0,0.0,0.0,0.0,0.0,-0.00329943111899701,-0.005616459476464891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16478183012941994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006298629670568308,-0.019235216154828854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017393704977021435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUM,2026-04-27,1,0.7088,0.0,0.0,0.0,-0.01124799622989459,0.0028107522702562355,0.043397157807377046,0.014090316441175227,0.005718739524939237,0.0,0.0,0.005756717428595515,0.0,0.02930601780737417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013671810312940796,0.0031978743835416944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03474585551112659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIN,2026-04-24,1,0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016239048412780864,-0.03554752666719338,0.0,0.0,-0.042906371129463654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0862992497224712,0.0,0.0,0.0,0.0,0.0,0.0,-0.007563772417804704,0.0,0.0,0.0,0.0,0.0,0.0,-0.017967644872368203,0.0,0.0,-0.04707632680244593,0.0,0.0,0.0,0.0,-0.005278783225035009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027825651644883837,0.0
BRKR,2026-04-24,1,0.709,0.0,0.0,0.0,0.028997707101046596,-0.006313859368194434,0.02345729301912641,-0.01645746375596123,0.0,0.0,0.0,0.0,0.0,0.0,-0.015121111087405697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03534513909850234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011432432593321037,0.0,0.0,0.0,0.0969721942996619,0.0,0.0,0.0,0.029089012264454078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003388564838575414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLU,2026-04-24,1,0.7804,0.0,0.0,-0.007049896106528515,-0.010345830030985324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01601070324110501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012624951971654013,-0.012545644519522182,0.0,0.0,0.0,0.0,0.0,0.00047132789245874466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03068722407382478,0.09272880954825621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01270076972868382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01328196087479819,0.0,0.0
LIN,2026-04-23,1,0.7582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039170792727990844,0.0,0.0,-0.014354306202934881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041544206856508545,-0.006864371184904323,0.0,-0.004718748348628496,-0.016893933202554515,0.0,0.0,0.0,0.0,0.0,0.0,0.0225987471274125,0.0,0.0,-0.06970674171038609,0.0,0.0,0.0094604520434873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025657295795192173
XLU,2026-04-23,1,0.7702,0.0,0.0,0.0460857791163372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026280519436321457,0.0,0.0,0.0,0.0,0.0,-0.02249847500399696,0.0,0.006874068199089034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004111564085681683,0.0,0.010325852328886217,0.0,0.0,0.0,0.0,0.0,0.0,0.10651983041516602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0051703768374468904,0.024305121529534818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLI,2026-04-23,1,0.7234,-0.0050236715339587856,0.0,-0.022841565561611425,-0.009941895933934847,0.0,0.0,0.0,-0.007486940543695494,0.0,0.0,-0.019425753646772462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012379085349071395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04160712290440538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004239830119962189,0.0,0.0,0.0,0.0,0.0,0.001219597263602255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004778717402727252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IREN,2026-04-23,1,0.7465,0.0,0.0,0.0,-0.002318712492803167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025050585806054265,0.0,-0.003530333831107398,0.0,-0.021608375156480827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01031330002673164,0.0,0.0010808180853715756,0.0,-0.013146706968237401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003995917820949629,0.0,-0.03483879046042834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012691057007518478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
